param,reg.coeff,SE,t_val,p_val,species,fishery,vessel_fctr_number,rank_coeff,coeff_norm,rank_coeff_norm,fishery_lab,signif
VSL_ID_F40,0.54911906,0.5006121,1.0968953,0.27275263,Sea turtles,ETBF,40,101,0.12396831305018752,101,Tuna longlines,No
VSL_ID_F41,0.361205933,0.538240323,0.671086721,0.502203704,Sea turtles,ETBF,41,96,0.081545321,96,Tuna longlines,No
VSL_ID_F42,0.141266488,0.490369465,0.288081738,0.773298969,Sea turtles,ETBF,42,86,0.031892115,86,Tuna longlines,No
VSL_ID_F43,-0.163018343,0.516385,-0.315691476,0.752253026,Sea turtles,ETBF,43,18,-0.092266024,18,Tuna longlines,No
VSL_ID_F44,0.178647251,0.48210617,0.370555828,0.710987841,Sea turtles,ETBF,44,91,0.040331141,91,Tuna longlines,No
VSL_ID_F45,-0.37460786,0.471091761,-0.795190855,0.426549269,Sea turtles,ETBF,45,1,-0.21202263,1,Tuna longlines,No
VSL_ID_F46,-0.021066095,0.545751793,-0.038600139,0.969211101,Sea turtles,ETBF,46,61,-0.011923105,61,Tuna longlines,No
VSL_ID_F47,-0.305573923,0.451001738,-0.677544889,0.498099151,Sea turtles,ETBF,47,5,-0.17295042,5,Tuna longlines,No
VSL_ID_F48,-0.033981663,0.542357368,-0.062655484,0.95004395,Sea turtles,ETBF,48,57,-0.01923313,57,Tuna longlines,No
VSL_ID_F49,-0.011749599,0.548281252,-0.021429876,0.982903802,Sea turtles,ETBF,49,71,-0.006650103,71,Tuna longlines,No
VSL_ID_F50,-0.034523392,0.542179142,-0.063675249,0.949231968,Sea turtles,ETBF,50,56,-0.01953974,56,Tuna longlines,No
VSL_ID_F51,0.138946968,0.455400044,0.305109694,0.760298348,Sea turtles,ETBF,51,85,0.031368464,85,Tuna longlines,No
VSL_ID_F52,0.185617901,0.492547657,0.376852672,0.706302915,Sea turtles,ETBF,52,92,0.041904825,92,Tuna longlines,No
VSL_ID_F53,-0.303247214,0.4841653,-0.62632992,0.531134,Sea turtles,ETBF,53,6,-0.171633536,6,Tuna longlines,No
VSL_ID_F54,0.174276587,0.498563644,0.349557352,0.726689167,Sea turtles,ETBF,54,90,0.039344427,90,Tuna longlines,No
VSL_ID_F55,-0.064249234,0.534526974,-0.120198301,0.904332049,Sea turtles,ETBF,55,44,-0.036364137,44,Tuna longlines,No
VSL_ID_F56,-0.374566734,0.436928239,-0.857272891,0.391345007,Sea turtles,ETBF,56,2,-0.211999353,2,Tuna longlines,No
VSL_ID_F57,-0.268400661,0.452067593,-0.593717986,0.552734037,Sea turtles,ETBF,57,10,-0.151910891,10,Tuna longlines,No
VSL_ID_F58,0.1072781,0.374410093,0.286525663,0.774490253,Sea turtles,ETBF,58,81,0.024218946,81,Tuna longlines,No
VSL_ID_F59,-0.016512084,0.499602273,-0.033050457,0.973635985,Sea turtles,ETBF,59,65,-0.0093456,65,Tuna longlines,No
VSL_ID_F60,-0.031422911,0.494552912,-0.063538017,0.949341235,Sea turtles,ETBF,60,58,-0.017784913,58,Tuna longlines,No
VSL_ID_F61,0.356616597,0.361908464,0.985377885,0.324497578,Sea turtles,ETBF,61,95,0.080509239,95,Tuna longlines,No
VSL_ID_F62,0.155956484,0.527272897,0.295779444,0.767413745,Sea turtles,ETBF,62,88,0.035208507,88,Tuna longlines,No
VSL_ID_F63,-0.071880152,0.532593913,-0.134962399,0.892648336,Sea turtles,ETBF,63,42,-0.040683126,42,Tuna longlines,No
VSL_ID_F64,-0.03712813,0.54149802,-0.068565587,0.94533881,Sea turtles,ETBF,64,54,-0.021013984,54,Tuna longlines,No
VSL_ID_F65,-0.129642147,0.478205648,-0.271101246,0.786327032,Sea turtles,ETBF,65,30,-0.07337558,30,Tuna longlines,No
VSL_ID_F66,-0.015005324,0.547395655,-0.027412209,0.978132316,Sea turtles,ETBF,66,67,-0.008492796,67,Tuna longlines,No
VSL_ID_F67,-0.117234801,0.522154652,-0.224521223,0.822363125,Sea turtles,ETBF,67,32,-0.066353201,32,Tuna longlines,No
VSL_ID_F68,0.032854774,0.50553169,0.064990533677405607,0.948184757,Sea turtles,ETBF,68,75,0.007417246,75,Tuna longlines,No
VSL_ID_F69,0.127419763,0.528533864,0.24108155,0.809504163,Sea turtles,ETBF,69,83,0.028766099,83,Tuna longlines,No
VSL_ID_F70,-0.092931024,0.527794064,-0.176074401,0.860244329,Sea turtles,ETBF,70,38,-0.052597615,38,Tuna longlines,No
VSL_ID_F71,-0.028299028,0.452958302,-0.062476011,0.95018686,Sea turtles,ETBF,71,59,-0.01601684,59,Tuna longlines,No
VSL_ID_F72,0.467138954,0.465251557,1.004056724,0.315411489,Sea turtles,ETBF,72,99,0.10546060449628682,99,Tuna longlines,No
VSL_ID_F73,0.205632213,0.503151255,0.408688662,0.682789847,Sea turtles,ETBF,73,93,0.046423227,93,Tuna longlines,No
VSL_ID_F74,-0.106541426,0.525066257,-0.202910442,0.839215265,Sea turtles,ETBF,74,34,-0.060300906,34,Tuna longlines,No
VSL_ID_F75,-0.008194451,0.54925445,-0.014919225,0.98809736,Sea turtles,ETBF,75,73,-0.004637941,73,Tuna longlines,No
VSL_ID_F76,-0.014243217,0.547591701,-0.026010651,0.979250129,Sea turtles,ETBF,76,69,-0.008061455,69,Tuna longlines,No
VSL_ID_F77,-0.181883376,0.507612739,-0.358311292,0.720129115,Sea turtles,ETBF,77,15,-0.10294336,15,Tuna longlines,No
VSL_ID_F78,-0.158030607,0.388745988,-0.406513797,0.684386684,Sea turtles,ETBF,78,20,-0.089443038,20,Tuna longlines,No
VSL_ID_F79,1.005284201,0.377368378,2.663933332,0.007753999,Sea turtles,ETBF,79,104,0.22695148569894005,104,Tuna longlines,Yes
VSL_ID_F80,0.580211244,0.376751921,1.540035263,0.123630183,Sea turtles,ETBF,80,102,0.13098763874154953,102,Tuna longlines,No
VSL_ID_F81,-0.139154854,0.517119259,-0.269096251,0.787869376,Sea turtles,ETBF,81,27,-0.078759634,27,Tuna longlines,No
VSL_ID_F82,-0.086648404,0.480664078,-0.180268109,0.856951145,Sea turtles,ETBF,82,39,-0.049041743,39,Tuna longlines,No
VSL_ID_F83,0.023192081,0.442053108,0.052464468,0.958161204,Sea turtles,ETBF,83,74,0.00523581,74,Tuna longlines,No
VSL_ID_F84,0.143473281,0.370395113,0.387351982,0.69851608,Sea turtles,ETBF,84,87,0.032390317,87,Tuna longlines,No
VSL_ID_F85,-0.23224371,0.458339061,-0.506707217,0.612387957,Sea turtles,ETBF,85,13,-0.131446581,13,Tuna longlines,No
VSL_ID_F86,-0.282448156,0.487831596,-0.578987007,0.562630263,Sea turtles,ETBF,86,7,-0.15986157,7,Tuna longlines,No
VSL_ID_F87,-0.143305823,0.471565328,-0.303893891,0.761224404,Sea turtles,ETBF,87,24,-0.081109023,24,Tuna longlines,No
VSL_ID_F88,-0.027335387,0.544059326,-0.050243393,0.959930919,Sea turtles,ETBF,88,60,-0.015471433,60,Tuna longlines,No
VSL_ID_F89,-0.153871378,0.471669414,-0.326227169,0.744269407,Sea turtles,ETBF,89,23,-0.087088974,23,Tuna longlines,No
VSL_ID_F90,0.731325077,0.370630651,1.973191036,0.048541953,Sea turtles,ETBF,90,103,0.16510287603055349,103,Tuna longlines,Yes
VSL_ID_F91,-0.165594706,0.510842108,-0.324160252,0.745833518,Sea turtles,ETBF,91,17,-0.093724208,17,Tuna longlines,No
VSL_ID_F92,-0.274277442,0.490150985,-0.559577457,0.575798749,Sea turtles,ETBF,92,8,-0.155237064,8,Tuna longlines,No
VSL_ID_F93,-0.154677154,0.444281415,-0.348151304,0.727744721,Sea turtles,ETBF,93,22,-0.087545032,22,Tuna longlines,No
VSL_ID_F94,-0.202121821,0.503185406,-0.401684584,0.687937448,Sea turtles,ETBF,94,14,-0.114398027,14,Tuna longlines,No
VSL_ID_F95,-0.013819968,0.547723719,-0.025231641,0.979871447,Sea turtles,ETBF,95,70,-0.007821902,70,Tuna longlines,No
VSL_ID_F96,-0.041893393,0.540274746,-0.077540905,0.938197097,Sea turtles,ETBF,96,51,-0.023711054,51,Tuna longlines,No
VSL_ID_F97,-0.156454608,0.512853613,-0.305066795,0.760331017,Sea turtles,ETBF,97,21,-0.088551045,21,Tuna longlines,No
VSL_ID_F98,-0.323533812,0.479855558,-0.674231665,0.500202671,Sea turtles,ETBF,98,4,-0.183115457,4,Tuna longlines,No
VSL_ID_F99,-0.127943648,0.519822838,-0.246129331,0.805594639,Sea turtles,ETBF,99,31,-0.072414254,31,Tuna longlines,No
VSL_ID_F100,-0.142726538,0.51588801,-0.276661864,0.78205393,Sea turtles,ETBF,100,25,-0.080781156,25,Tuna longlines,No
VSL_ID_F101,-0.096878947,0.526840553,-0.183886655,0.854111615,Sea turtles,ETBF,101,37,-0.054832083,37,Tuna longlines,No
VSL_ID_F102,0.133509064,0.489067375,0.272987058,0.784877136,Sea turtles,ETBF,102,84,0.03014081,84,Tuna longlines,No
VSL_ID_F103,-0.108698901,0.482882014,-0.225104473,0.821909402,Sea turtles,ETBF,103,33,-0.061522006,33,Tuna longlines,No
VSL_ID_F104,-0.070438339,0.533113734,-0.132126288,0.894890992,Sea turtles,ETBF,104,43,-0.039867081,43,Tuna longlines,No
VSL_ID_F1,0.1547141,0.155642921,0.994032358,0.320267453,Shortfin mako,ETBF,1,79,0.034928028,79,Tuna longlines,No
VSL_ID_F2,-0.134036422,0.159894008,-0.838282957,0.40192207,Shortfin mako,ETBF,2,18,-0.075862676,18,Tuna longlines,No
VSL_ID_F3,0.037329765,0.299385408,0.12468799,0.900776853,Shortfin mako,ETBF,3,62,0.008427513,62,Tuna longlines,No
VSL_ID_F4,0.007100313,0.229964209,0.030875732,0.975370189,Shortfin mako,ETBF,4,53,0.001602956,53,Tuna longlines,No
VSL_ID_F5,-0.201327048,0.242074507,-0.831673894,0.405642859,Shortfin mako,ETBF,5,10,-0.113948197,10,Tuna longlines,No
VSL_ID_F6,0.003589653,0.288593605,0.012438434,0.990076444,Shortfin mako,ETBF,6,51,8.103947064384235e-4,51,Tuna longlines,No
VSL_ID_F7,-0.075521593,0.185282658,-0.407602061,0.683587741,Shortfin mako,ETBF,7,33,-0.042744129,33,Tuna longlines,No
VSL_ID_F8,0.177829233,0.272521601,0.652532613,0.51409527,Shortfin mako,ETBF,8,81,0.040146467,81,Tuna longlines,No
VSL_ID_F9,0.254516802,0.222483192,1.143982155,0.252699733,Shortfin mako,ETBF,9,91,0.05745934,91,Tuna longlines,No
VSL_ID_F10,0.22720047,0.121383494,1.871757535,0.061313336,Shortfin mako,ETBF,10,85,0.051292445,85,Tuna longlines,No
VSL_ID_F11,0.240065677,0.18609502,1.290016666,0.197119707,Shortfin mako,ETBF,11,88,0.054196875,88,Tuna longlines,No
VSL_ID_F12,-0.064167111,0.2952634,-0.21732159,0.827968856,Shortfin mako,ETBF,12,37,-0.036317657,37,Tuna longlines,No
VSL_ID_F13,0.254921499,0.290499067,0.877529495,0.380251993,Shortfin mako,ETBF,13,92,0.057550704,92,Tuna longlines,No
VSL_ID_F14,-0.057525093,0.295992777,-0.194346273,0.84591466,Shortfin mako,ETBF,14,41,-0.032558371,41,Tuna longlines,No
VSL_ID_F15,-0.011062832,0.302525955,-0.036568209,0.970831123,Shortfin mako,ETBF,15,47,-0.006261403,47,Tuna longlines,No
VSL_ID_F16,0.004354933,0.28696331,0.015175923,0.987892589,Shortfin mako,ETBF,16,52,9.831633350184132e-4,52,Tuna longlines,No
VSL_ID_F17,0.597627971,0.224176262,2.665884277,0.007709599,Shortfin mako,ETBF,17,104,0.13491961364123464,104,Tuna longlines,Yes
VSL_ID_F18,0.436909742,0.175061038,2.495756607,0.012608996,Shortfin mako,ETBF,18,102,0.098636102,102,Tuna longlines,Yes
VSL_ID_F19,-0.031281771,0.272291946,-0.114883203,0.908543486,Shortfin mako,ETBF,19,45,-0.01770503,45,Tuna longlines,No
VSL_ID_F20,0.015229213,0.22535112,0.067579931,0.946123421,Shortfin mako,ETBF,20,56,0.003438125,56,Tuna longlines,No
VSL_ID_F21,0.140196689,0.213714101,0.656001118,0.511861268,Shortfin mako,ETBF,21,78,0.031650599,78,Tuna longlines,No
VSL_ID_F22,-0.202931374,0.141673776,-1.432384878,0.152112119,Shortfin mako,ETBF,22,9,-0.114856222,9,Tuna longlines,No
VSL_ID_F23,0.345599932,0.131839638,2.621365913,0.008791098,Shortfin mako,ETBF,23,98,0.078022133,98,Tuna longlines,Yes
VSL_ID_F24,-0.002745322,0.296751738,-0.009251243,0.992619144,Shortfin mako,ETBF,24,48,-0.001553813,48,Tuna longlines,No
VSL_ID_F25,0.36444285,0.234064162,1.557021152,0.119544853,Shortfin mako,ETBF,25,100,0.082276083,100,Tuna longlines,No
VSL_ID_F26,-0.090347495,0.29173745,-0.309687683,0.756814659,Shortfin mako,ETBF,26,27,-0.051135375,27,Tuna longlines,No
VSL_ID_F27,-0.080860049,0.221481859,-0.365086555,0.715066166,Shortfin mako,ETBF,27,29,-0.045765618,29,Tuna longlines,No
VSL_ID_F28,0.102581877,0.28517932,0.359710085,0.719083006,Shortfin mako,ETBF,28,71,0.023158734,71,Tuna longlines,No
VSL_ID_F29,0.016331977,0.281630482,0.057990801,0.953758863,Shortfin mako,ETBF,29,57,0.003687083,57,Tuna longlines,No
VSL_ID_F30,0.067756296,0.290593813,0.233164964,0.815645283,Shortfin mako,ETBF,30,65,0.015296562,65,Tuna longlines,No
VSL_ID_F31,0.029167824,0.247810033,0.117702352,0.906309434,Shortfin mako,ETBF,31,60,0.006584885,60,Tuna longlines,No
VSL_ID_F32,-0.143017249,0.261159967,-0.547623168,0.58398134,Shortfin mako,ETBF,32,16,-0.080945694,16,Tuna longlines,No
VSL_ID_F33,0.261769077,0.282704048,0.925947396,0.354529376,Shortfin mako,ETBF,33,93,0.059096603,93,Tuna longlines,No
VSL_ID_F34,-0.137648277,0.215557497,-0.63856873,0.523140217,Shortfin mako,ETBF,34,17,-0.077906934,17,Tuna longlines,No
VSL_ID_F35,-0.208419417,0.264882619,-0.786836893,0.431424132,Shortfin mako,ETBF,35,7,-0.117962375,7,Tuna longlines,No
VSL_ID_F36,-0.048778558,0.290161041,-0.168108571,0.866506396,Shortfin mako,ETBF,36,44,-0.027607958,44,Tuna longlines,No
VSL_ID_F37,0.012216726,0.29038748,0.04207043,0.96644466,Shortfin mako,ETBF,37,55,0.00275803,55,Tuna longlines,No
VSL_ID_F38,-0.049763903,0.26205133,-0.189901356,0.8493961,Shortfin mako,ETBF,38,43,-0.028165649,43,Tuna longlines,No
VSL_ID_F39,0.019665717,0.274732943,0.071581212,0.942938784,Shortfin mako,ETBF,39,58,0.004439703,58,Tuna longlines,No
VSL_ID_F40,-0.08037159,0.257517857,-0.312101037,0.754980063,Shortfin mako,ETBF,40,30,-0.045489157,30,Tuna longlines,No
VSL_ID_F41,0.057718259,0.302793275,0.190619356,0.848833532,Shortfin mako,ETBF,41,64,0.013030389,64,Tuna longlines,No
VSL_ID_F42,-0.379503378,0.24533917,-1.546851966,0.121978333,Shortfin mako,ETBF,42,2,-0.214793422,2,Tuna longlines,No
VSL_ID_F43,-0.077128834,0.21704506,-0.355358624,0.722339745,Shortfin mako,ETBF,43,31,-0.043653804,31,Tuna longlines,No
VSL_ID_F44,0.181811468,0.145606082,1.248652977,0.211865358,Shortfin mako,ETBF,44,82,0.04104549,82,Tuna longlines,No
VSL_ID_F45,0.219313564,0.211140021,1.038711481,0.299001944,Shortfin mako,ETBF,45,84,0.049511908,84,Tuna longlines,No
VSL_ID_F46,0.484586476,0.277414884,1.746793354,0.08075021,Shortfin mako,ETBF,46,103,0.10939953164490394,103,Tuna longlines,No
VSL_ID_F47,0.099345159,0.20206948,0.491638614,0.623001912,Shortfin mako,ETBF,47,69,0.022428017,69,Tuna longlines,No
VSL_ID_F48,-0.059193098,0.29618901,-0.199849068,0.841608819,Shortfin mako,ETBF,48,40,-0.033502437,40,Tuna longlines,No
VSL_ID_F49,-0.198367913,0.273375867,-0.725623352,0.468112301,Shortfin mako,ETBF,49,11,-0.112273369,11,Tuna longlines,No
VSL_ID_F50,0.242137922,0.218455115,1.108410402,0.267751489,Shortfin mako,ETBF,50,89,0.054664702,89,Tuna longlines,No
VSL_ID_F51,0.281832619,0.189232842,1.489343053,0.136476171,Shortfin mako,ETBF,51,94,0.063626118,94,Tuna longlines,No
VSL_ID_F52,-0.062181658,0.208415815,-0.298353835,0.765448671,Shortfin mako,ETBF,52,39,-0.035193919,39,Tuna longlines,No
VSL_ID_F53,-0.18728568,0.227227837,-0.82421979,0.409864001,Shortfin mako,ETBF,53,12,-0.106000986,12,Tuna longlines,No
VSL_ID_F54,0.115312249,0.258268552,0.44648196,0.655273395,Shortfin mako,ETBF,54,73,0.026032724,73,Tuna longlines,No
VSL_ID_F55,-0.100122653,0.279309512,-0.358464889,0.720014422,Shortfin mako,ETBF,55,26,-0.056667973,26,Tuna longlines,No
VSL_ID_F56,0.310474119,0.165654541,1.874226433,0.060972311,Shortfin mako,ETBF,56,96,0.070092181,96,Tuna longlines,No
VSL_ID_F57,-0.374906684,0.214515477,-1.747690607,0.080594615,Shortfin mako,ETBF,57,3,-0.21219176,3,Tuna longlines,No
VSL_ID_F58,-0.507007517,0.178761403,-2.836224754,0.004588057,Shortfin mako,ETBF,58,1,-0.28695892,1,Tuna longlines,Yes
VSL_ID_F59,-0.017865681,0.244501586,-0.073069796,0.941754243,Shortfin mako,ETBF,59,46,-0.010111717,46,Tuna longlines,No
VSL_ID_F60,-0.068623471,0.146370469,-0.468834129,0.639213842,Shortfin mako,ETBF,60,36,-0.038839892,36,Tuna longlines,No
VSL_ID_F61,0.234820279,0.191605212,1.225542236,0.220443394,Shortfin mako,ETBF,61,87,0.053012682,87,Tuna longlines,No
VSL_ID_F62,-0.367407145,0.226393228,-1.62287162,0.104695931,Shortfin mako,ETBF,62,4,-0.207947129,4,Tuna longlines,No
VSL_ID_F63,-0.052460489,0.296759264,-0.17677793,0.859691806,Shortfin mako,ETBF,63,42,-0.029691878,42,Tuna longlines,No
VSL_ID_F64,0.007350933,0.297033437,0.024747831,0.980257342,Shortfin mako,ETBF,64,54,0.001659536,54,Tuna longlines,No
VSL_ID_F65,-0.108882533,0.226787577,-0.480108012,0.631176936,Shortfin mako,ETBF,65,24,-0.061625938,24,Tuna longlines,No
VSL_ID_F66,0.020946222,0.2974478,0.070419826,0.943863044,Shortfin mako,ETBF,66,59,0.004728788,59,Tuna longlines,No
VSL_ID_F67,0.138109128,0.222453881,0.620843869,0.534737854,Shortfin mako,ETBF,67,77,0.031179314,77,Tuna longlines,No
VSL_ID_F68,-0.163907704,0.254683272,-0.643574675,0.519888302,Shortfin mako,ETBF,68,13,-0.09276939,13,Tuna longlines,No
VSL_ID_F69,-0.111345421,0.21794935,-0.510877511,0.609465123,Shortfin mako,ETBF,69,22,-0.063019898,22,Tuna longlines,No
VSL_ID_F70,-0.102570704,0.21196588,-0.483901959,0.628482034,Shortfin mako,ETBF,70,25,-0.058053535,25,Tuna longlines,No
VSL_ID_F71,-0.144332678,0.149621529,-0.964651807,0.334777762,Shortfin mako,ETBF,71,15,-0.081690208,15,Tuna longlines,No
VSL_ID_F72,-0.161070579,0.181298604,-0.888427025,0.374364702,Shortfin mako,ETBF,72,14,-0.091163618,14,Tuna longlines,No
VSL_ID_F73,0.099493957,0.259118885,0.383970304,0.701020938,Shortfin mako,ETBF,73,70,0.02246161,70,Tuna longlines,No
VSL_ID_F74,-0.073375594,0.262682776,-0.279331578,0.780004867,Shortfin mako,ETBF,74,34,-0.041529525,34,Tuna longlines,No
VSL_ID_F75,-0.076089374,0.293575351,-0.259181753,0.795508393,Shortfin mako,ETBF,75,32,-0.043065485,32,Tuna longlines,No
VSL_ID_F76,-0.07146559,0.288413633,-0.24778853,0.804310793,Shortfin mako,ETBF,76,35,-0.04044849,35,Tuna longlines,No
VSL_ID_F77,0.038952636,0.226916818,0.171660419,0.863713219,Shortfin mako,ETBF,77,63,0.00879389,63,Tuna longlines,No
VSL_ID_F78,0.190185706,0.142979149,1.330163919,0.183540371,Shortfin mako,ETBF,78,83,0.042936046,83,Tuna longlines,No
VSL_ID_F79,0.320469788,0.15700076,2.041198959,0.041296783,Shortfin mako,ETBF,79,97,0.072348789,97,Tuna longlines,Yes
VSL_ID_F80,0.165981377,0.190439647,0.871569442,0.383495799,Shortfin mako,ETBF,80,80,0.037471712,80,Tuna longlines,No
VSL_ID_F81,0.400484992,0.171990236,2.328533299,0.019933564,Shortfin mako,ETBF,81,101,0.090412904,101,Tuna longlines,Yes
VSL_ID_F82,0.125116642,0.232685433,0.537707241,0.590809198,Shortfin mako,ETBF,82,75,0.028246149,75,Tuna longlines,No
VSL_ID_F83,-0.119879502,0.221779489,-0.540534664,0.588858563,Shortfin mako,ETBF,83,20,-0.067850064,20,Tuna longlines,No
VSL_ID_F84,-0.109333518,0.154879733,-0.705925274,0.480275865,Shortfin mako,ETBF,84,23,-0.061881189,23,Tuna longlines,No
VSL_ID_F85,-0.238208291,0.177121986,-1.344882684,0.178739639,Shortfin mako,ETBF,85,6,-0.134822447,6,Tuna longlines,No
VSL_ID_F86,-0.269822515,0.260194457,-1.037003315,0.299797216,Shortfin mako,ETBF,86,5,-0.15271564,5,Tuna longlines,No
VSL_ID_F87,0.304982675,0.232246536,1.313185031,0.189196197,Shortfin mako,ETBF,87,95,0.068852441,95,Tuna longlines,No
VSL_ID_F88,0.002661728,0.304526792,0.008740539,0.993026585,Shortfin mako,ETBF,88,50,6.009078645766136e-4,50,Tuna longlines,No
VSL_ID_F89,0.243364612,0.137970316,1.763891094,0.07782691,Shortfin mako,ETBF,89,90,0.054941638,90,Tuna longlines,No
VSL_ID_F90,0.228676328,0.182547932,1.252691965,0.210391318,Shortfin mako,ETBF,90,86,0.051625632,86,Tuna longlines,No
VSL_ID_F91,8.08158957463736e-4,0.200295365,0.004034836,0.996780877,Shortfin mako,ETBF,91,49,1.824487800543944e-4,49,Tuna longlines,No
VSL_ID_F92,0.12867686,0.129276139,0.995364353,0.319619509,Shortfin mako,ETBF,92,76,0.029049899,76,Tuna longlines,No
VSL_ID_F93,-0.063243359,0.130020459,-0.486410824,0.626702659,Shortfin mako,ETBF,93,38,-0.035794826,38,Tuna longlines,No
VSL_ID_F94,0.360583094,0.142207187,2.535617945,0.011262805,Shortfin mako,ETBF,94,99,0.08140471,99,Tuna longlines,Yes
VSL_ID_F95,0.076554438,0.28944708,0.264485093,0.791419825,Shortfin mako,ETBF,95,67,0.017282818,67,Tuna longlines,No
VSL_ID_F96,-0.082993144,0.28637983,-0.28980094,0.771983602,Shortfin mako,ETBF,96,28,-0.046972919,28,Tuna longlines,No
VSL_ID_F97,0.034600071,0.26239335,0.131863367,0.89509902,Shortfin mako,ETBF,97,61,0.007811261,61,Tuna longlines,No
VSL_ID_F98,-0.205071353,0.233091757,-0.879788096,0.379027152,Shortfin mako,ETBF,98,8,-0.116067419,8,Tuna longlines,No
VSL_ID_F99,0.07855988,0.242945116,0.323364721,0.746436007,Shortfin mako,ETBF,99,68,0.017735563,68,Tuna longlines,No
VSL_ID_F100,0.107331738,0.168394929,0.637381058,0.523913271,Shortfin mako,ETBF,100,72,0.024231056,72,Tuna longlines,No
VSL_ID_F101,0.118322461,0.276598913,0.427776304,0.6688371,Shortfin mako,ETBF,101,74,0.026712305,74,Tuna longlines,No
VSL_ID_F102,0.069821298,0.254718368,0.27411175,0.784012948,Shortfin mako,ETBF,102,66,0.015762754,66,Tuna longlines,No
VSL_ID_F103,-0.120393449,0.246179078,-0.489048257,0.62483444,Shortfin mako,ETBF,103,19,-0.068140951,19,Tuna longlines,No
VSL_ID_F104,-0.117831324,0.282327387,-0.417357048,0.676439745,Shortfin mako,ETBF,104,21,-0.066690825,21,Tuna longlines,No
VSL_ID_F1,-0.996246642,0.530273723,-1.878740356,0.060353082,Seabirds,ETBF,1,10,-0.563861188,10,Tuna longlines,No
VSL_ID_F2,0.114006478,0.383166437,0.297537747,0.766071544,Seabirds,ETBF,2,74,0.025737935,74,Tuna longlines,No
VSL_ID_F3,0.12468131,1.199493621,0.103944955,0.917218276,Seabirds,ETBF,3,75,0.02814787,75,Tuna longlines,No
VSL_ID_F4,-0.552848537,0.748053753,-0.739049212,0.459920756,Seabirds,ETBF,4,22,-0.312904274,22,Tuna longlines,No
VSL_ID_F5,-0.395064998,0.930362475,-0.424635568,0.671125344,Seabirds,ETBF,5,33,-0.223601074,33,Tuna longlines,No
VSL_ID_F6,2.73805084,0.482942202,5.669520759,1.53367997092758e-8,Seabirds,ETBF,6,102,0.618138339,102,Tuna longlines,Yes
VSL_ID_F7,-0.021065855,0.532817744,-0.0395367,0.96846448,Seabirds,ETBF,7,65,-0.011922969,65,Tuna longlines,No
VSL_ID_F8,0.263457644,1.08581736,0.242635321,0.808300436,Seabirds,ETBF,8,78,0.059477811,78,Tuna longlines,No
VSL_ID_F9,-1.184972972,0.965087103,-1.227840439,0.219579579,Seabirds,ETBF,9,6,-0.670677561,6,Tuna longlines,No
VSL_ID_F10,0.555839741,0.378207213,1.469669858,0.141730336,Seabirds,ETBF,10,85,0.12548556414222636,85,Tuna longlines,No
VSL_ID_F11,-0.609603723,0.5942073,-1.025910861,0.304996033,Seabirds,ETBF,11,21,-0.345026889,21,Tuna longlines,No
VSL_ID_F12,0.897377376,0.872662827,1.028320845,0.303861502,Seabirds,ETBF,12,88,0.20259059922429837,88,Tuna longlines,No
VSL_ID_F13,-0.465304114,1.161351774,-0.400657341,0.688693957,Seabirds,ETBF,13,26,-0.263355398,26,Tuna longlines,No
VSL_ID_F14,-0.515532287,1.135960897,-0.453829255,0.649976504,Seabirds,ETBF,14,25,-0.291783817,25,Tuna longlines,No
VSL_ID_F15,-0.112042364,1.319938685,-0.084884522,0.932357472,Seabirds,ETBF,15,57,-0.063414357,57,Tuna longlines,No
VSL_ID_F16,1.933202605,0.738295417,2.618467568,0.008866093,Seabirds,ETBF,16,100,0.4364369825479494,100,Tuna longlines,Yes
VSL_ID_F17,-0.36778981,1.19408486,-0.308009776,0.758091033,Seabirds,ETBF,17,34,-0.208163712,34,Tuna longlines,No
VSL_ID_F18,-1.04683361,0.610756294,-1.713995615,0.086607497,Seabirds,ETBF,18,9,-0.59249268,9,Tuna longlines,No
VSL_ID_F19,-1.335455899,0.836248363,-1.596960854,0.110353928,Seabirds,ETBF,19,3,-0.75584872,3,Tuna longlines,No
VSL_ID_F20,-1.332703275,0.593099751,-2.247013715,0.024693804,Seabirds,ETBF,20,4,-0.754290775,4,Tuna longlines,Yes
VSL_ID_F21,-0.149795797,1.298444336,-0.11536559,0.90816118,Seabirds,ETBF,21,51,-0.084782254,51,Tuna longlines,No
VSL_ID_F22,-0.245460772,0.44632816,-0.549955826,0.582380573,Seabirds,ETBF,22,42,-0.138927246,42,Tuna longlines,No
VSL_ID_F23,-0.199906657,0.540036773,-0.370172305,0.711273834,Seabirds,ETBF,23,46,-0.113144276,46,Tuna longlines,No
VSL_ID_F24,-0.007747554,1.384344937,-0.005596549,0.995534904,Seabirds,ETBF,24,69,-0.004385004,69,Tuna longlines,No
VSL_ID_F25,-0.520540433,0.941389141,-0.552949264,0.580329249,Seabirds,ETBF,25,24,-0.294618355,24,Tuna longlines,No
VSL_ID_F26,0.2418302,0.98387196,0.245794381,0.805854098,Seabirds,ETBF,26,77,0.054595231,77,Tuna longlines,No
VSL_ID_F27,-0.250853251,0.819153349,-0.306234786,0.759441928,Seabirds,ETBF,27,41,-0.141979311,41,Tuna longlines,No
VSL_ID_F28,-0.164315839,1.291215077,-0.127256754,0.898743625,Seabirds,ETBF,28,48,-0.093000388,48,Tuna longlines,No
