param,reg.coeff,SE,t_val,p_val,species,fishery,vessel_fctr_number,rank_coeff,coeff_norm,rank_coeff_norm,fishery_lab,signif
VSL_ID_F29,-0.438018599,1.164497528,-0.376143864,0.706830022,Seabirds,ETBF,29,28,-0.247912191,28,Tuna longlines,No
VSL_ID_F30,-0.68828008,0.924708669,-0.744320999,0.456726302,Seabirds,ETBF,30,19,-0.389556569,19,Tuna longlines,No
VSL_ID_F31,-0.438533865,1.165532446,-0.376251958,0.706749673,Seabirds,ETBF,31,27,-0.248203824,27,Tuna longlines,No
VSL_ID_F32,-0.407887237,1.178683666,-0.346053186,0.729321061,Seabirds,ETBF,32,31,-0.230858276,31,Tuna longlines,No
VSL_ID_F33,0.566329143,0.663252147,0.853867034,0.393230124,Seabirds,ETBF,33,86,0.12785363618651588,86,Tuna longlines,No
VSL_ID_F34,-0.966103482,0.607352697,-1.590679496,0.11176125,Seabirds,ETBF,34,13,-0.546800595,13,Tuna longlines,No
VSL_ID_F35,-0.427523506,1.170043988,-0.365390969,0.714839025,Seabirds,ETBF,35,29,-0.24197212,29,Tuna longlines,No
VSL_ID_F36,-0.300851879,1.224504601,-0.245692731,0.805932785,Seabirds,ETBF,36,40,-0.170277811,40,Tuna longlines,No
VSL_ID_F37,-0.931257401,0.907555097,-1.026116655,0.304899043,Seabirds,ETBF,37,14,-0.527078218,14,Tuna longlines,No
VSL_ID_F38,-0.015263094,0.704119525,-0.021676851,0.982706818,Seabirds,ETBF,38,66,-0.008638691,66,Tuna longlines,No
VSL_ID_F39,-0.314127369,1.216714931,-0.258176637,0.796283955,Seabirds,ETBF,39,39,-0.177791547,39,Tuna longlines,No
VSL_ID_F40,-0.06763252,1.346056542,-0.050244932,0.959929731,Seabirds,ETBF,40,60,-0.038279028,60,Tuna longlines,No
VSL_ID_F41,-0.05287195,1.355099342,-0.039017029,0.968878771,Seabirds,ETBF,41,62,-0.029924759,62,Tuna longlines,No
VSL_ID_F42,-0.978027391,1.009840316,-0.968497074,0.332855108,Seabirds,ETBF,42,12,-0.553549355,12,Tuna longlines,No
VSL_ID_F43,0.313240851,0.47056272,0.665672902,0.505658825,Seabirds,ETBF,43,80,0.070716795,80,Tuna longlines,No
VSL_ID_F44,-0.421610583,0.509754116,-0.827086177,0.408237869,Seabirds,ETBF,44,30,-0.238625491,30,Tuna longlines,No
VSL_ID_F45,1.624345272,0.487834013,3.329708938,8.77292972366617e-4,Seabirds,ETBF,45,97,0.3667098045477564,97,Tuna longlines,Yes
VSL_ID_F46,1.909954668,1.215244221,1.571663239,0.116108267,Seabirds,ETBF,46,99,0.43118856257015775,99,Tuna longlines,No
VSL_ID_F47,1.151161489,0.577514254,1.993304029,0.046296409,Seabirds,ETBF,47,93,0.2598845280813186,93,Tuna longlines,Yes
VSL_ID_F48,-0.232375513,1.260837431,-0.184302518,0.853785541,Seabirds,ETBF,48,43,-0.131521179,43,Tuna longlines,No
VSL_ID_F49,-0.00873988,1.383672792,-0.006316436,0.994960564,Seabirds,ETBF,49,68,-0.004946646,68,Tuna longlines,No
VSL_ID_F50,-0.733145469,1.068425194,-0.686192607,0.492631684,Seabirds,ETBF,50,17,-0.41494973,17,Tuna longlines,No
VSL_ID_F51,-0.322195119,1.091893553,-0.295079239,0.767948761,Seabirds,ETBF,51,38,-0.182357776,38,Tuna longlines,No
VSL_ID_F52,1.195960688,0.452880582,2.640785973,0.008303755,Seabirds,ETBF,52,95,0.2699983294279414,95,Tuna longlines,Yes
VSL_ID_F53,0.016329327,0.593207091,0.027527195,0.978040631,Seabirds,ETBF,53,71,0.003686485,71,Tuna longlines,No
VSL_ID_F54,0.5109745,0.976843342,0.523087457,0.600942552,Seabirds,ETBF,54,83,0.11535685306454764,83,Tuna longlines,No
VSL_ID_F55,-0.16704379,1.289086896,-0.129583033,0.896902885,Seabirds,ETBF,55,47,-0.094544369,47,Tuna longlines,No
VSL_ID_F56,0.019081566,0.984611361,0.019379794,0.984539102,Seabirds,ETBF,56,72,0.004307826,72,Tuna longlines,No
VSL_ID_F57,-0.397674772,1.182609008,-0.336269019,0.736685761,Seabirds,ETBF,57,32,-0.225078168,32,Tuna longlines,No
VSL_ID_F58,-0.132003521,0.716651524,-0.184194852,0.853869995,Seabirds,ETBF,58,54,-0.074712083,54,Tuna longlines,No
VSL_ID_F59,1.995794935,0.660445006,3.021894204,0.002527991,Seabirds,ETBF,59,101,0.45056773520634347,101,Tuna longlines,Yes
VSL_ID_F60,0.676750215,0.446882999,1.514378969,0.130009263,Seabirds,ETBF,60,87,0.15278213514128486,87,Tuna longlines,No
VSL_ID_F61,-0.894062274,0.782636147,-1.142372835,0.253367888,Seabirds,ETBF,61,15,-0.506026314,15,Tuna longlines,No
VSL_ID_F62,0.310420168,0.418768046,0.741269949,0.458573572,Seabirds,ETBF,62,79,0.070080001,79,Tuna longlines,No
VSL_ID_F63,4.429511435,0.686399542,6.45325523,1.22628664021621e-10,Seabirds,ETBF,63,104,1,104,Tuna longlines,Yes
VSL_ID_F64,-0.137688173,1.305351853,-0.105479739,0.916000469,Seabirds,ETBF,64,52,-0.077929514,52,Tuna longlines,No
VSL_ID_F65,-1.073051249,0.980097918,-1.094840862,0.273652701,Seabirds,ETBF,65,8,-0.607331485,8,Tuna longlines,No
VSL_ID_F66,-0.129972394,1.15598076,-0.112434738,0.910484391,Seabirds,ETBF,66,55,-0.073562495,55,Tuna longlines,No
VSL_ID_F67,-0.343502564,1.203271602,-0.28547384,0.775296019,Seabirds,ETBF,67,37,-0.194417482,37,Tuna longlines,No
VSL_ID_F68,0.206435248,0.774922056,0.266394854,0.789948946,Seabirds,ETBF,68,76,0.046604519,76,Tuna longlines,No
VSL_ID_F69,1.089791733,0.332680963,3.275786273,0.001062723,Seabirds,ETBF,69,91,0.24602978207115989,91,Tuna longlines,Yes
VSL_ID_F70,-0.772821993,1.058664181,-0.729997299,0.465434856,Seabirds,ETBF,70,16,-0.437406068,16,Tuna longlines,No
VSL_ID_F71,2.84646448,0.314775341,9.042844548,2.3349518182386796e-19,Seabirds,ETBF,71,103,0.6426136429912402,103,Tuna longlines,Yes
VSL_ID_F72,1.833883177,0.336725247,5.4462301,5.45607590981188e-8,Seabirds,ETBF,72,98,0.41401477437630974,98,Tuna longlines,Yes
VSL_ID_F73,-0.363566346,1.195147196,-0.30420215,0.760989812,Seabirds,ETBF,73,35,-0.205773293,35,Tuna longlines,No
VSL_ID_F74,-0.015259626,1.379329598,-0.011063074,0.991173679,Seabirds,ETBF,74,67,-0.008636727,67,Tuna longlines,No
VSL_ID_F75,-0.042689833,1.361502334,-0.031354947,0.974988045,Seabirds,ETBF,75,63,-0.024161828,63,Tuna longlines,No
VSL_ID_F76,-0.004405848,1.386583672,-0.003177484,0.997464898,Seabirds,ETBF,76,70,-0.002493646,70,Tuna longlines,No
VSL_ID_F77,-0.10475783,1.324006445,-0.079121843,0.936939693,Seabirds,ETBF,77,58,-0.059291416,58,Tuna longlines,No
VSL_ID_F78,0.516721185,0.686089196,0.753139953,0.451410424,Seabirds,ETBF,78,84,0.11665421624078871,84,Tuna longlines,No
VSL_ID_F79,1.14184851,0.319255955,3.576592673,3.52247632198562e-4,Seabirds,ETBF,79,92,0.25778204362518453,92,Tuna longlines,Yes
VSL_ID_F80,-1.239832193,0.862390971,-1.437668337,0.150606902,Seabirds,ETBF,80,5,-0.701727086,5,Tuna longlines,No
VSL_ID_F81,-0.150292517,0.529455873,-0.283862216,0.776530759,Seabirds,ETBF,81,50,-0.085063391,50,Tuna longlines,No
VSL_ID_F82,-0.69175204,1.07763986,-0.641913932,0.520966085,Seabirds,ETBF,82,18,-0.391521648,18,Tuna longlines,No
VSL_ID_F83,0.099110795,1.031746851,0.096061156,0.923476845,Seabirds,ETBF,83,73,0.022375108,73,Tuna longlines,No
VSL_ID_F84,-1.766829609,0.89357896,-1.977250683,0.048082291,Seabirds,ETBF,84,1,-1,1,Tuna longlines,Yes
VSL_ID_F85,-0.132707938,0.505162135,-0.262703652,0.792792617,Seabirds,ETBF,85,53,-0.075110773,53,Tuna longlines,No
VSL_ID_F86,1.545694797,0.451656394,3.422280341,6.27252087239164e-4,Seabirds,ETBF,86,96,0.3489537886533733,96,Tuna longlines,Yes
VSL_ID_F87,1.188473461,0.538217896,2.208164148,0.027289718,Seabirds,ETBF,87,94,0.26830802410082694,94,Tuna longlines,Yes
VSL_ID_F88,-0.353111392,1.201730886,-0.293835663,0.768898824,Seabirds,ETBF,88,36,-0.19985594,36,Tuna longlines,No
VSL_ID_F89,0.471127712,0.334193634,1.409744721,0.158693315,Seabirds,ETBF,89,82,0.10636110071022203,82,Tuna longlines,No
VSL_ID_F90,-0.980463743,0.845308207,-1.159889062,0.246163645,Seabirds,ETBF,90,11,-0.554928296,11,Tuna longlines,No
VSL_ID_F91,-0.074756495,0.906175383,-0.082496718,0.934255882,Seabirds,ETBF,91,59,-0.042311095,59,Tuna longlines,No
VSL_ID_F92,-1.465313921,0.904108008,-1.620728837,0.10515513,Seabirds,ETBF,92,2,-0.829346482,2,Tuna longlines,No
VSL_ID_F93,0.965552576,0.433162386,2.229077612,0.025864429,Seabirds,ETBF,93,90,0.21798173240964555,90,Tuna longlines,Yes
VSL_ID_F94,-0.125026324,0.553643924,-0.225824431,0.821349585,Seabirds,ETBF,94,56,-0.070763091,56,Tuna longlines,No
VSL_ID_F95,-0.024581261,1.373160559,-0.017901228,0.985718548,Seabirds,ETBF,95,64,-0.013912638,64,Tuna longlines,No
VSL_ID_F96,-0.214186061,1.265393049,-0.169264452,0.865597249,Seabirds,ETBF,96,45,-0.121226212,45,Tuna longlines,No
VSL_ID_F97,-0.155812754,1.295206318,-0.120299563,0.90425193,Seabirds,ETBF,97,49,-0.088187765,49,Tuna longlines,No
VSL_ID_F98,-1.088374284,0.700717783,-1.553227719,0.120448357,Seabirds,ETBF,98,7,-0.6160041,7,Tuna longlines,No
VSL_ID_F99,-0.065247084,1.347386832,-0.048424908,0.961380042,Seabirds,ETBF,99,61,-0.036928906,61,Tuna longlines,No
VSL_ID_F100,0.451125441,0.855377487,0.527399245,0.597945804,Seabirds,ETBF,100,81,0.10184541752250094,81,Tuna longlines,No
VSL_ID_F101,-0.229250152,1.257454435,-0.18231289,0.855346481,Seabirds,ETBF,101,44,-0.12975227,44,Tuna longlines,No
VSL_ID_F102,-0.664186419,1.092753292,-0.607810037,0.543348197,Seabirds,ETBF,102,20,-0.375919905,20,Tuna longlines,No
VSL_ID_F103,0.945283655,0.877306145,1.077484366,0.281329321,Seabirds,ETBF,103,89,0.21340585044744753,89,Tuna longlines,No
VSL_ID_F104,-0.538109979,1.139846933,-0.472089684,0.636888692,Seabirds,ETBF,104,23,-0.304562464,23,Tuna longlines,No
vessel_idF1,0.501593122,0.453212068,1.106751469,0.268438094,Hammerhead sharks,NPF,1,38,0.2119045139540636,38,Prawn trawl,No
vessel_idF2,-0.233407276,1.189822059,-0.196169901,0.84448268,Hammerhead sharks,NPF,2,24,-0.091505421,24,Prawn trawl,No
vessel_idF3,-0.066569711,0.832199817,-0.079992461,0.936245459,Hammerhead sharks,NPF,3,30,-0.026098113,30,Prawn trawl,No
vessel_idF4,1.253735222,0.488114709,2.568525794,0.010233036,Hammerhead sharks,NPF,4,45,0.5296566904559887,45,Prawn trawl,Yes
vessel_idF5,-0.439182412,1.104271297,-0.397712422,0.690853882,Hammerhead sharks,NPF,5,16,-0.172177887,16,Prawn trawl,No
vessel_idF6,-2.550748063,0.592961181,-4.301711723,1.71706657716522e-5,Hammerhead sharks,NPF,6,1,-1,1,Prawn trawl,Yes
vessel_idF7,-0.914344914,0.97434404,-0.938421006,0.348059337,Hammerhead sharks,NPF,7,8,-0.358461476,8,Prawn trawl,No
vessel_idF8,-1.200298895,0.900832892,-1.332432358,0.182760007,Hammerhead sharks,NPF,8,5,-0.470567404,5,Prawn trawl,No
vessel_idF9,0.92126449,0.610821774,1.508237802,0.131537223,Hammerhead sharks,NPF,9,42,0.38920012176030927,42,Prawn trawl,No
vessel_idF10,-0.349515134,0.6972609,-0.501268799,0.616197171,Hammerhead sharks,NPF,10,20,-0.137024561,20,Prawn trawl,No
vessel_idF11,-0.934075447,0.973676354,-0.95932847,0.337425269,Hammerhead sharks,NPF,11,6,-0.36619667,6,Prawn trawl,No
vessel_idF12,-0.261489358,0.401238443,-0.651705646,0.514611725,Hammerhead sharks,NPF,12,22,-0.102514773,22,Prawn trawl,No
vessel_idF13,-0.838313742,0.566808508,-1.479006986,0.139181867,Hammerhead sharks,NPF,13,12,-0.328654074,12,Prawn trawl,No
vessel_idF14,-0.005235586,1.314433299,-0.003983151,0.996822023,Hammerhead sharks,NPF,14,32,-0.002052569,32,Prawn trawl,No
vessel_idF15,2.269295538,0.735822634,3.084025187,0.00204988,Hammerhead sharks,NPF,15,52,0.9586933058144604,52,Prawn trawl,Yes
vessel_idF16,-0.373907554,1.146079188,-0.326249319,0.744245141,Hammerhead sharks,NPF,16,18,-0.146587411,18,Prawn trawl,No
vessel_idF17,-0.266872264,1.176310956,-0.226872208,0.820529506,Hammerhead sharks,NPF,17,21,-0.104625097,21,Prawn trawl,No
vessel_idF18,0.425471581,0.891442249,0.477284514,0.633173915,Hammerhead sharks,NPF,18,37,0.17974598252886906,37,Prawn trawl,No
vessel_idF19,0.061934522,0.374682738,0.165298572,0.868713588,Hammerhead sharks,NPF,19,33,0.026165041,33,Prawn trawl,No
vessel_idF20,0.513113708,0.758455831,0.676524178,0.49872947,Hammerhead sharks,NPF,20,39,0.21677153496630755,39,Prawn trawl,No
vessel_idF21,0.764474095,1.021533862,0.748359035,0.454267886,Hammerhead sharks,NPF,21,40,0.3229619876283888,40,Prawn trawl,No
vessel_idF22,-0.356273899,1.138994335,-0.312796902,0.754443961,Hammerhead sharks,NPF,22,19,-0.13967428,19,Prawn trawl,No
vessel_idF23,-0.801253952,0.69793024,-1.148043036,0.250988654,Hammerhead sharks,NPF,23,13,-0.314125085,13,Prawn trawl,No
vessel_idF24,-1.437683439,0.466933014,-3.078992908,0.002084777,Hammerhead sharks,NPF,24,3,-0.563632081,3,Prawn trawl,Yes
vessel_idF25,-0.393424878,1.12499897,-0.349711323,0.726565507,Hammerhead sharks,NPF,25,17,-0.154239019,17,Prawn trawl,No
vessel_idF26,-0.110607269,0.464880655,-0.237926159,0.811945085,Hammerhead sharks,NPF,26,27,-0.043362679,27,Prawn trawl,No
vessel_idF27,-0.550570026,1.068975778,-0.515044435,0.606537662,Hammerhead sharks,NPF,27,15,-0.215846494,15,Prawn trawl,No
vessel_idF28,1.970283837,0.497760956,3.958293258,7.62081040170083e-5,Hammerhead sharks,NPF,28,50,0.8323719380031287,50,Prawn trawl,Yes
vessel_idF29,-0.664683777,1.051050211,-0.632399641,0.527145699,Hammerhead sharks,NPF,29,14,-0.26058386,14,Prawn trawl,No
vessel_idF30,-0.901531425,0.970704008,-0.928739779,0.353054861,Hammerhead sharks,NPF,30,9,-0.353438051,9,Prawn trawl,No
vessel_idF31,0.145690302,0.702699888,0.207329338,0.835758483,Hammerhead sharks,NPF,31,34,0.061548756,34,Prawn trawl,No
vessel_idF32,1.58853795,0.401666248,3.954870383,7.73050204307199e-5,Hammerhead sharks,NPF,32,48,0.6710984414220217,48,Prawn trawl,Yes
vessel_idF33,0.384403744,0.487869436,0.787923398,0.430767258,Hammerhead sharks,NPF,33,36,0.16239634271995318,36,Prawn trawl,No
vessel_idF34,-0.165534233,1.221963595,-0.135465765,0.892247389,Hammerhead sharks,NPF,34,25,-0.064896348,25,Prawn trawl,No
vessel_idF35,0.946112506,1.069193309,0.884884425,0.376248297,Hammerhead sharks,NPF,35,43,0.3996974881706288,43,Prawn trawl,No
vessel_idF36,1.262420192,0.523831564,2.40997351,0.01597841,Hammerhead sharks,NPF,36,46,0.5333257689164621,46,Prawn trawl,Yes
vessel_idF37,-0.141641171,0.493990687,-0.286728425,0.77432846,Hammerhead sharks,NPF,37,26,-0.055529267,26,Prawn trawl,No
vessel_idF38,0.90066549,0.308034716,2.923909042,0.003467351,Hammerhead sharks,NPF,38,41,0.3804978072580398,41,Prawn trawl,Yes
vessel_idF39,-0.923992557,0.975538992,-0.947161071,0.343588257,Hammerhead sharks,NPF,39,7,-0.362243755,7,Prawn trawl,No
vessel_idF40,-0.895423033,0.972020348,-0.921197828,0.356977785,Hammerhead sharks,NPF,40,10,-0.351043306,10,Prawn trawl,No
vessel_idF41,0.26710194,0.731309866,0.365237709,0.71494462,Hammerhead sharks,NPF,41,35,0.1128406756268478,35,Prawn trawl,No
vessel_idF42,-0.074094665,1.272175931,-0.058242467,0.953557098,Hammerhead sharks,NPF,42,29,-0.02904821,29,Prawn trawl,No
vessel_idF43,-0.844995406,0.686587268,-1.23071814,0.218468204,Hammerhead sharks,NPF,43,11,-0.331273566,11,Prawn trawl,No
vessel_idF44,1.781736612,0.566732019,3.143878504,0.001673972,Hammerhead sharks,NPF,44,49,0.7527177195191121,49,Prawn trawl,Yes
vessel_idF45,-0.028628288,0.490803053,-0.058329482,0.953487791,Hammerhead sharks,NPF,45,31,-0.011223487,31,Prawn trawl,No
vessel_idF46,-1.3305791,0.928002506,-1.433809814,0.151669643,Hammerhead sharks,NPF,46,4,-0.521642698,4,Prawn trawl,No
vessel_idF47,1.460277821,0.312046224,4.679684324,2.925285973191e-6,Hammerhead sharks,NPF,47,47,0.616913288,47,Prawn trawl,Yes
vessel_idF48,-0.260727795,0.616750358,-0.422744457,0.672494246,Hammerhead sharks,NPF,48,23,-0.102216208,23,Prawn trawl,No
vessel_idF49,1.156686104,0.313755651,3.686582536,2.28944645312811e-4,Hammerhead sharks,NPF,49,44,0.48865703332513183,44,Prawn trawl,Yes
vessel_idF50,-0.091442348,0.736686892,-0.124126476,0.901218574,Hammerhead sharks,NPF,50,28,-0.035849228,28,Prawn trawl,No
vessel_idF51,-1.477040637,0.695441402,-2.123889421,0.033713132,Hammerhead sharks,NPF,51,2,-0.57906175,2,Prawn trawl,Yes
vessel_idF52,2.141019947,0.414723423,5.16252478,2.50115446855229e-7,Hammerhead sharks,NPF,52,51,0.90450162,51,Prawn trawl,Yes
vessel_idF1,0.566887196,0.110987669,5.107659278,3.34505924593458e-7,Sea snakes,NPF,1,47,0.2394888416066583,47,Prawn trawl,Yes
vessel_idF2,0.3131823,0.18118137,1.728556864,0.08393108,Sea snakes,NPF,2,44,0.13230792091805738,44,Prawn trawl,No
vessel_idF3,-0.391243442,0.222647694,-1.757231055,0.078920706,Sea snakes,NPF,3,9,-0.153383804,9,Prawn trawl,No
vessel_idF4,-0.087215472,0.184974378,-0.471500285,0.637297727,Sea snakes,NPF,4,21,-0.034192115,21,Prawn trawl,No
vessel_idF5,0.969237325,0.20496863,4.728710566,2.30226981246175e-6,Sea snakes,NPF,5,52,0.4094668673442219,52,Prawn trawl,Yes
vessel_idF6,-0.278661186,0.131823906,-2.113889615,0.034558809,Sea snakes,NPF,6,12,-0.109246848,12,Prawn trawl,Yes
vessel_idF7,0.103313926,0.149569826,0.690740434,0.489750824,Sea snakes,NPF,7,34,0.043646307,34,Prawn trawl,No
vessel_idF8,-0.185280854,0.11514724,-1.60907768,0.107642967,Sea snakes,NPF,8,17,-0.07263785,17,Prawn trawl,No
vessel_idF9,-0.638465872,0.258138193,-2.473349122,0.013408114,Sea snakes,NPF,9,1,-0.250305344,1,Prawn trawl,Yes
vessel_idF10,-0.508736643,0.339488042,-1.498540683,0.13403644,Sea snakes,NPF,10,5,-0.199446057,5,Prawn trawl,No
vessel_idF11,-0.073019259,0.275430369,-0.265109689,0.790932513,Sea snakes,NPF,11,22,-0.028626606,22,Prawn trawl,No
vessel_idF12,-0.159958961,0.113588919,-1.408226801,0.159106871,Sea snakes,NPF,12,18,-0.062710608,18,Prawn trawl,No
vessel_idF13,-0.269586618,0.223087763,-1.208433017,0.226920223,Sea snakes,NPF,13,14,-0.105689238,14,Prawn trawl,No
vessel_idF14,0.859589443,0.273500071,3.142922193,0.001679458,Sea snakes,NPF,14,51,0.3631446989669822,51,Prawn trawl,Yes
vessel_idF15,0.034611982,0.208761734,0.165796581,0.868321667,Sea snakes,NPF,15,26,0.01462228,26,Prawn trawl,No
vessel_idF16,0.261818645,0.27046272,0.968039678,0.333056898,Sea snakes,NPF,16,40,0.11060867920480892,40,Prawn trawl,No
vessel_idF17,-0.209273607,0.149168445,-1.402934836,0.160679163,Sea snakes,NPF,17,15,-0.082044013,15,Prawn trawl,No
vessel_idF18,0.064397111,0.1369069,0.47037155,0.638103759,Sea snakes,NPF,18,29,0.027205394,29,Prawn trawl,No
vessel_idF19,-0.136695688,0.090912387,-1.503598051,0.132728521,Sea snakes,NPF,19,19,-0.053590431,19,Prawn trawl,No
vessel_idF20,-0.274240233,0.204839377,-1.338806223,0.18067581,Sea snakes,NPF,20,13,-0.107513649,13,Prawn trawl,No
vessel_idF21,0.703601921,0.334248775,2.105024683,0.035323534,Sea snakes,NPF,21,49,0.297245749,49,Prawn trawl,Yes
vessel_idF22,-0.419343457,0.173499095,-2.416977783,0.015674536,Sea snakes,NPF,22,8,-0.164400186,8,Prawn trawl,Yes
vessel_idF23,-0.127507546,0.309959986,-0.411367764,0.680815067,Sea snakes,NPF,23,20,-0.049988295,20,Prawn trawl,No
vessel_idF24,0.124875995,0.127704027,0.977854798,0.328178825,Sea snakes,NPF,24,35,0.052755482,35,Prawn trawl,No
vessel_idF25,-0.494766039,0.361122934,-1.370076485,0.170705521,Sea snakes,NPF,25,6,-0.193968995,6,Prawn trawl,No
vessel_idF26,0.844769747,0.110799895,7.624282915,2.76697581877485e-14,Sea snakes,NPF,26,50,0.35688392623764315,50,Prawn trawl,Yes
vessel_idF27,0.215997739,0.14244359,1.51637388,0.129468509,Sea snakes,NPF,27,39,0.091251044,39,Prawn trawl,No
vessel_idF28,0.095893709,0.264524303,0.362513795,0.716978701,Sea snakes,NPF,28,33,0.04051154,33,Prawn trawl,No
vessel_idF29,0.077997476,0.317376081,0.245757259,0.805877113,Sea snakes,NPF,29,31,0.032951044,31,Prawn trawl,No
vessel_idF30,-0.373282152,0.254996198,-1.463873402,0.143271967,Sea snakes,NPF,30,10,-0.146342227,10,Prawn trawl,No
vessel_idF31,0.023183477,0.22942514,0.101050289,0.919513339,Sea snakes,NPF,31,25,0.00979416,25,Prawn trawl,No
vessel_idF32,0.262494842,0.144350636,1.81845296,0.06903624,Sea snakes,NPF,32,41,0.11089434737596315,41,Prawn trawl,No
vessel_idF33,0.26556847,0.135940597,1.953562629,0.050791432,Sea snakes,NPF,33,42,0.11219284161676818,42,Prawn trawl,No
vessel_idF34,0.520148652,0.245969079,2.114691221,0.034490362,Sea snakes,NPF,34,46,0.2197435382906036,46,Prawn trawl,Yes
vessel_idF35,0.060038055,0.215232088,0.278945653,0.780294502,Sea snakes,NPF,35,28,0.025363854,28,Prawn trawl,No
vessel_idF36,-0.544916748,0.147663644,-3.690256678,2.25672810496548e-4,Sea snakes,NPF,36,4,-0.213630172,4,Prawn trawl,Yes
vessel_idF37,0.046009561,0.197492781,0.232968319,0.815792594,Sea snakes,NPF,37,27,0.019437335,27,Prawn trawl,No
vessel_idF38,0.13420121,0.105345732,1.273912166,0.202735449,Sea snakes,NPF,38,36,0.05669504,36,Prawn trawl,No
vessel_idF39,-0.1936307,0.199127144,-0.972397315,0.330885421,Sea snakes,NPF,39,16,-0.075911339,16,Prawn trawl,No
vessel_idF40,-0.603369508,0.182515485,-3.305853801,9.51484018940329e-4,Sea snakes,NPF,40,3,-0.236546101,3,Prawn trawl,Yes
vessel_idF41,-0.633130338,0.232767276,-2.720014376,0.006543493,Sea snakes,NPF,41,2,-0.248213591,2,Prawn trawl,Yes
vessel_idF42,0.068823572,0.338336421,0.203417569,0.838814387,Sea snakes,NPF,42,30,0.02907541,30,Prawn trawl,No
vessel_idF43,0.088221529,0.361571602,0.24399463,0.807241894,Sea snakes,NPF,43,32,0.037270328,32,Prawn trawl,No
vessel_idF44,0.378918671,0.146152114,2.592632148,0.009543613,Sea snakes,NPF,44,45,0.1600791024325659,45,Prawn trawl,Yes
vessel_idF45,-0.057535651,0.139369857,-0.41282708,0.679745537,Sea snakes,NPF,45,23,-0.022556383,23,Prawn trawl,No
vessel_idF46,-0.372290799,0.386257225,-0.963841643,0.335157524,Sea snakes,NPF,46,11,-0.145953575,11,Prawn trawl,No
vessel_idF47,0.136767748,0.140125705,0.97603611,0.329079188,Sea snakes,NPF,47,37,0.057779307,37,Prawn trawl,No
vessel_idF48,0.624363996,0.146948102,4.248874179,2.17541216962975e-5,Sea snakes,NPF,48,48,0.26377066083308426,48,Prawn trawl,Yes
vessel_idF49,-0.488603124,0.122042545,-4.003547493,6.30232357072609e-5,Sea snakes,NPF,49,7,-0.191552875,7,Prawn trawl,Yes
vessel_idF50,0.291663253,0.149769315,1.947416613,0.051523424,Sea snakes,NPF,50,43,0.12321692049981364,43,Prawn trawl,No
vessel_idF51,-0.050125258,0.121235438,-0.413453847,0.679286379,Sea snakes,NPF,51,24,-0.019651199,24,Prawn trawl,No
vessel_idF52,0.203776994,0.111012415,1.835623467,0.066454365,Sea snakes,NPF,52,38,0.086088232,38,Prawn trawl,No
vessel_idF1,0.322166735,0.332193122,0.969817596,0.332169675,Sawfishes,NPF,1,40,0.13610351195909628,40,Prawn trawl,No
vessel_idF2,-0.204887303,0.686489975,-0.298456366,0.765363402,Sawfishes,NPF,2,22,-0.080324398,22,Prawn trawl,No
vessel_idF3,0.368582047,0.412078963,0.894445191,0.371113345,Sawfishes,NPF,3,42,0.15571226168137078,42,Prawn trawl,No
vessel_idF4,1.1444499692132999,0.296738438,3.856763474,1.15890123874716e-4,Sawfishes,NPF,4,51,0.48348771942355734,51,Prawn trawl,Yes
vessel_idF5,0.321750271,0.561797855,0.572715379,0.566855129,Sawfishes,NPF,5,39,0.13592757135800448,39,Prawn trawl,No
vessel_idF6,-1.276483872,0.391771109,-3.258238914,0.001126207,Sawfishes,NPF,6,1,-0.500435104,1,Prawn trawl,Yes
vessel_idF7,-0.471842565,0.479148326,-0.984752611,0.324778365,Sawfishes,NPF,7,10,-0.184982034,10,Prawn trawl,No
vessel_idF8,-0.483434658,0.433038948,-1.116376853,0.264297743,Sawfishes,NPF,8,9,-0.18952662,9,Prawn trawl,No
vessel_idF9,0.301909319,0.493787961,0.611414905,0.54094405,Sawfishes,NPF,9,38,0.1275455041421256,38,Prawn trawl,No
vessel_idF10,-0.689793949,0.584907373,-1.179321685,0.238308688,Sawfishes,NPF,10,5,-0.270428099,5,Prawn trawl,No
vessel_idF11,-0.466248263,0.624855831,-0.746169341,0.455589246,Sawfishes,NPF,11,11,-0.182788834,11,Prawn trawl,No
vessel_idF12,-0.193388992,0.29055519,-0.665584366,0.505697912,Sawfishes,NPF,12,23,-0.075816579,23,Prawn trawl,No
vessel_idF13,-0.401265569,0.479733161,-0.836434921,0.402937758,Sawfishes,NPF,13,12,-0.157312898,12,Prawn trawl,No
vessel_idF14,0.70179152,0.62775823,1.117932806,0.263632623,Sawfishes,NPF,14,45,0.2964809213771156,45,Prawn trawl,No
vessel_idF15,-0.355213779,0.650295655,-0.54623428,0.584921662,Sawfishes,NPF,15,15,-0.139258668,15,Prawn trawl,No
vessel_idF16,0.045863541,0.495905934,0.092484356,0.926315768,Sawfishes,NPF,16,28,0.019375647,28,Prawn trawl,No
vessel_idF17,-0.312308936,0.458628795,-0.680962336,0.495917005,Sawfishes,NPF,17,17,-0.122438174,17,Prawn trawl,No
vessel_idF18,0.517384773,0.430416132,1.202057113,0.229380543,Sawfishes,NPF,18,43,0.21857590175782143,43,Prawn trawl,No
